;;;;;;;;;;;;;x
ASM_liberal;The Liberal Faction;;;;;;;;;;;;x
ASM_presidential_dictatorship;Assamese Republic;;;;;;;;;;;;;
ASM_presidential_dictatorship;Assamese Republic;;;;;;;;;;;;x
ASM_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ASM_reactionary;The Nationalist Faction;;;;;;;;;;;;x
ASM_socialist;The Socialist Faction;;;;;;;;;;;;;
ASM_socialist;The Socialist Faction;;;;;;;;;;;;x
ASR;Asir;;;;;;;;;;;;;
ASR;Asir;;;;;;;;;;;;x
ASR_absolute_monarchy_ADJ;Idrisi;;;;;;;;;;;;;
ASR_absolute_monarchy_ADJ;Idrisi;;;;;;;;;;;;x
ASR_ADJ;Asiri;;;;;;;;;;;;;
ASR_ADJ;Asiri;;;;;;;;;;;;x
ASR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ASR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
ASR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
ASR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;x
ASR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
ASR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;x
ASR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
ASR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;x
ASR_hms_government_ADJ;Idrisi;;;;;;;;;;;;;
ASR_hms_government_ADJ;Idrisi;;;;;;;;;;;;x
ASR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
ASR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;x
ASR_prussian_constitutionalism_ADJ;Idrisi;;;;;;;;;;;;;
ASR_prussian_constitutionalism_ADJ;Idrisi;;;;;;;;;;;;x
ASR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
ASR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;x
ASR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
ASR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;x
AST_fascist;New Guard;;;;;;;;;;;;;
ASY;Assyria;;;;;;;;;;;;;
ASY;Assyria;;;;;;;;;;;;x
ASY_ADJ;Assyrian;;;;;;;;;;;;;
ASY_ADJ;Assyrian;;;;;;;;;;;;x
ASY_fascist_dictatorship;Aramaea;;;;;;;;;;;;;
ASY_fascist_dictatorship;Aramaea;;;;;;;;;;;;x
ASY_fascist_dictatorship_ADJ;Aramaic;;;;;;;;;;;;;
ASY_fascist_dictatorship_ADJ;Aramaic;;;;;;;;;;;;x
ATC;Antillean Confederation;;;;;;;;;;;;;
ATC_ADJ;Antillean;;;;;;;;;;;;;
ATJ;Aceh;;;;;;;;;;;;;
ATJ_ADJ;Acehnese;;;;;;;;;;;;;
ATR;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;
ATR;Asturias;Asturias;Asturias;;Asturias;;;;;;;;;x
ATR_ADJ;Asturian;Asturien;Asturisch;;Asturiano;;;;;;;;;
ATR_ADJ;Asturian;Asturien;Asturisch;;Asturiano;;;;;;;;;x
ATR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
ATR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;x
ATR_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;
ATR_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;x
ATR_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
ATR_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;x
ATR_fascist;Falange;Falange;Falange;;;;;;;;;;;
ATR_fascist;Falange;Falange;Falange;;;;;;;;;;;x
ATR_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
ATR_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;x
ATR_reactionary;ComuniÛn Carlista;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;
ATR_reactionary;ComuniÛn Carlista;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;x
ATR_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
ATR_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;x
AUS_absolute_monarchy;Austrian Empire;;;;;;;;;;;;x
AUS_communist;Kommunistische Partei ÷sterreichs;;;;;;;;;;;;;
AUS_fascist;Vaterl‰ndische Front;;;;;;;;;;;;;
AUS_hms_government;Austrian Empire;;;;;;;;;;;;x
AUS_prussian_constitutionalism;Austrian Empire;;;;;;;;;;;;x
AWS;Aussa;;;;;;;;;;;;;
AWS;Awsa;Awsa;Awsa;;Awsa;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_ADJ;Afar;Afar;Afar;;;;;;;;;;;
AWS_ADJ;Afar;Afar;Afar;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AWS_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_communist;Afar Communist Party;Afar Parti communiste;Afar Kommunistischen Partei;;;;;;;;;;;
AWS_communist;Afar Communist Party;Afar Parti communiste;Afar Kommunistischen Partei;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_conservative;Sultan's Faction;Faction Sultan;Sultan Fraktion;;;;;;;;;;;
AWS_conservative;Sultan's Faction;Faction Sultan;Sultan Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
AWS_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_liberal;Reformers Faction;Faction rÈformateurs;Reformatoren Fraktion;;;;;;;;;;;
AWS_liberal;Reformers Faction;Faction rÈformateurs;Reformatoren Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;
AWS_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AWS_socialist;Afar People's Party;Afar Parti populaire;Afar Volkspartei;;;;;;;;;;;
AWS_socialist;Afar People's Party;Afar Parti populaire;Afar Volkspartei;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;
AZA;Azande;Azande;Azande;;Azande;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;
AZA_ADJ;Zande;Zande;Zande;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
AZA_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
AZA_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
AZA_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
AZA_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
AZA_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
AZA_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
AZA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
AZA_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
baguirmi;Maban;;;;;;;;;;;;;
BHI;Bahia;;;;;;;;;;;;;
BHI_ADJ;Bahian;;;;;;;;;;;;;
BHI_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_conservative_2;Partido Paulista;Partido Paulista;Partido Paulista;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_liberal_2;Partido Carioca;Partido Carioca;Partido Carioca;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_reactionary;Partido Caramuru;Partido Caramuru;Partido Caramuru;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHI_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;;x;;;;;;;;;;;;;;
BAN;Banat;;;;;;;;;;;;;
BAN;Banat;;;;;;;;;;;;x
BAN_ADJ;Banati;;;;;;;;;;;;;
BAN_ADJ;Banati;;;;;;;;;;;;x
BAN_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BAN_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;x
BAN_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BAN_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;x
BAN_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
BAN_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;x
BAN_democracy;Banat Republic;;;;;;;;;;;;;
BAN_democracy;Banat Republic;;;;;;;;;;;;x
BAN_fascist;The Nationalist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BAN_fascist;The Nationalist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;x
BAN_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
BAN_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;x
BAN_reactionary;The Royalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
BAN_reactionary;The Royalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;x
BAN_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
BAN_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;x
BAR;Barbados;;;;;;;;;;;;;
BAR;Barbados;;;;;;;;;;;;x
BAR_ADJ;Barbadian;;;;;;;;;;;;;
BAR_ADJ;Barbadian;;;;;;;;;;;;x
BAY_reactionary;Ultramontanismus Faction;;;;;;;;;;;;;
BDK;Badakhshan;;;;;;;;;;;;;
BDK_absolute_monarchy;Kunduz;;;;;;;;;;;;;
BDK_ADJ;Badakhshani;;;;;;;;;;;;;
BDN;Hakkari;;;;;;;;;;;;;
BDN_ADJ;Hakkari;;;;;;;;;;;;;
BEL_anarcho_liberal;Parti libertaire;;;;;;;;;;;;;
BEL_communist;Parti communiste de Belgique;;;;;;;;;;;;;
BEL_conservative;Parti catholique;;;;;;;;;;;;;
BEL_conservative_2;Christene Volkspartij;;;;;;;;;;;;;
BEL_conservative_3;Meetingpartij;;;;;;;;;;;;;
BEL_fascist;Parti rexiste;;;;;;;;;;;;;
BEL_liberal;Parti libÈral;;;;;;;;;;;;;
BEL_reactionary;Parti statiste;;;;;;;;;;;;;
BEL_socialist;Parti ouvrier belge;;;;;;;;;;;;;
BEN;Benin;BÈnin;Benin;;BenÌn;;;;;;;;;
BEN;Benin;BÈnin;Benin;;BenÌn;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_ADJ;Beninese;BÈninois;Benin;;;;;;;;;;;
BEN_ADJ;Beninese;BÈninois;Benin;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BEN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
BEN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_conservative;Oba's Faction;Faction Obo;Oba Fraktion;;;;;;;;;;;
BEN_conservative;Oba's Faction;Faction Obo;Oba Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
BEN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
BEN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;
BEN_reactionary;Military Faction;Faction militaire;Milit‰rische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BEN_socialist;People's Faction;Faction populaire;Volk Fraktion;;;;;;;;;;;
BEN_socialist;People's Faction;Faction populaire;Volk Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BHM;Bahamas;;;;;;;;;;;;;
BHM;Bahamas;;;;;;;;;;;;x
BHM_ADJ;Bahamian;;;;;;;;;;;;;
BHM_ADJ;Bahamian;;;;;;;;;;;;x
BHP;Bahawalpur;;;;;;;;;;;;;
BHP_ADJ;Punjabi;;;;;;;;;;;;;
BHR;Bahrain;;;;;;;;;;;;;
BHR;Bahrain;;;;;;;;;;;;x
BHR_ADJ;Bahraini;;;;;;;;;;;;;
BHR_ADJ;Bahraini;;;;;;;;;;;;x
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
BHR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;
BHR_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;x
BHR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;
BHR_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;x
BHR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;
BHR_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;x
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;
BHR_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;x
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;
BHR_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;x
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;
BHR_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;x
BHT;Bohtan;;;;;;;;;;;;;
BHT_ADJ;Bohtani;;;;;;;;;;;;;
BIH;Bihar;;;;;;;;;;;;;
BIH;Bihar;;;;;;;;;;;;x
BIH_ADJ;Bihari;;;;;;;;;;;;;
BIH_ADJ;Bihari;;;;;;;;;;;;x
BIH_anarcho_liberal;Bihari Radical Party;;;;;;;;;;;;;
BIH_anarcho_liberal;Bihari Radical Party;;;;;;;;;;;;x
BIH_communist;Bihari Communist Party;;;;;;;;;;;;;
BIH_communist;Bihari Communist Party;;;;;;;;;;;;x
BIH_conservative;Lok Janshakti Party;;;;;;;;;;;;;
BIH_conservative;Lok Janshakti Party;;;;;;;;;;;;x
BIH_fascist;Bihari Fascist Party;;;;;;;;;;;;;
BIH_fascist;Bihari Fascist Party;;;;;;;;;;;;x
BIH_liberal;Samata Party;;;;;;;;;;;;;
BIH_liberal;Samata Party;;;;;;;;;;;;x
BIH_proletarian_dictatorship;Bihari People's Republic;;;;;;;;;;;;;
BIH_proletarian_dictatorship;Bihari People's Republic;;;;;;;;;;;;x
BIH_reactionary;Bihar Vikas;;;;;;;;;;;;;
BIH_reactionary;Bihar Vikas;;;;;;;;;;;;x
BIH_socialist;Janata Dal;;;;;;;;;;;;;
BIH_socialist;Janata Dal;;;;;;;;;;;;x
BIM;Bima;;;;;;;;;;;;x
BIM_ADJ;Bima;;;;;;;;;;;;x
BKE;Balkans;;;;;;;;;;;;;x
BKE_absolute_monarchy;Balkan Empire;;;;;;;;;;;;;x
BKE_ADJ;Balkan;;;;;;;;;;;;;x
BKE_democracy;Balkan Federation;;;;;;;;;;;;;x
BKE_hms_government;Balkan Empire;;;;;;;;;;;;;x
BKE_presidential_dictatorship;Balkan Republic;;;;;;;;;;;;;x
BKE_proletarian_dictatorship;Balkan Union;;;;;;;;;;;;;x
BKE_prussian_constitutionalism;Balkan Empire;;;;;;;;;;;;;x
BKF;Upper Volta;;;;;;;;;;;;;
BKF_ADJ;Voltaic;;;;;;;;;;;;;
BKF_anarcho_liberal;Voltaic Progressive Union;;;;;;;;;;;;;
BKF_communist;Voltaic Communist Organization;;;;;;;;;;;;;
BKF_conservative;Voltaic Union;;;;;;;;;;;;;
BKF_fascist;Rejectors Front;;;;;;;;;;;;;
BKF_liberal;UNDD;;;;;;;;;;;;;
BKF_reactionary;UDV-RDA;;;;;;;;;;;;;
BKF_socialist;Voltaic Democratic Movement;;;;;;;;;;;;;
BKV;Bukovina;;;;;;;;;;;;;
BKV;Bukovina;;;;;;;;;;;;x
BKV_ADJ;Bukovinian;;;;;;;;;;;;;
BKV_ADJ;Bukovinian;;;;;;;;;;;;x
BLC;Baluchistan;;;;;;;;;;;;;
BLC;Baluchistan;;;;;;;;;;;;x
BLC_ADJ;Baluchi;;;;;;;;;;;;;
BLC_ADJ;Baluchi;;;;;;;;;;;;x
BLZ;Belize;;;;;;;;;;;;;
BLZ;Belize;;;;;;;;;;;;x
BLZ_ADJ;Belizean;;;;;;;;;;;;;
BLZ_ADJ;Belizean;;;;;;;;;;;;x
BMK;Mali;;;;;;;;;;;;x
BMK_ADJ;Malian;;;;;;;;;;;;x
BNB;Baban;;;;;;;;;;;;;
BNB_ADJ;Babani;;;;;;;;;;;;;
BNG;Bangladesh;;;;;;;;;;;;;
BNG;Bengal;;;;;;;;;;;;x
BNG_absolute_monarchy;Bengal;;;;;;;;;;;;;
BNG_absolute_monarchy_ADJ;Bengali;;;;;;;;;;;;;
BNG_ADJ;Bangladeshi;;;;;;;;;;;;;
BNG_ADJ;Bengali;;;;;;;;;;;;x
BNG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
BNG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
BNG_communist;Bengali Communist Party;;;;;;;;;;;;;
BNG_communist;Bengali Communist Party;;;;;;;;;;;;x
BNG_conservative;Awami League;;;;;;;;;;;;;
BNG_conservative;Awami League;;;;;;;;;;;;x
BNG_fascist;Jatiya Party;;;;;;;;;;;;;
BNG_fascist;Jatiya Party;;;;;;;;;;;;x
BNG_hms_government;Bengal;;;;;;;;;;;;;
BNG_hms_government_ADJ;Bengali;;;;;;;;;;;;;
BNG_liberal;Liberal Democratic Party;;;;;;;;;;;;;
BNG_liberal;Liberal Democratic Party;;;;;;;;;;;;x
BNG_proletarian_dictatorship;Bengali People's Republic;;;;;;;;;;;;;
BNG_proletarian_dictatorship;Bengali People's Republic;;;;;;;;;;;;x
BNG_prussian_constitutionalism;Bengal;;;;;;;;;;;;;
BNG_prussian_constitutionalism_ADJ;Bengali;;;;;;;;;;;;;
BNG_reactionary;Jamaat-e-Islami;;;;;;;;;;;;;
BNG_reactionary;Jamaat-e-Islami;;;;;;;;;;;;x
BNG_socialist;Jatiyo Samajtantrik Dal;;;;;;;;;;;;;
BNG_socialist;Jatiyo Samajtantrik Dal;;;;;;;;;;;;x
BRA;Brunswick;;;;;;;;;;;;;
BRA_ADJ;Brunswicker;;;;;;;;;;;;;
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;
BRD;Burundi;Burundi;Burundi;;Burundi;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;
BRD_ADJ;Burundian;Burundaise;Burundische;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_anarcho_liberal;Abanyamajambere Party;;;;;;;;;;;;;
BRD_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_communist;Burundi Workers' Party;;;;;;;;;;;;;
BRD_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_conservative;Country Democratic Union;;;;;;;;;;;;;
BRD_conservative;Mwami Faction;Faction Mwami;Mwami Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_fascist;People's Union of Burundi;;;;;;;;;;;;;
BRD_liberal;APRODEBA;;;;;;;;;;;;;
BRD_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
BRD_reactionary;Union for National Progress;;;;;;;;;;;;;
BRD_socialist;Rural Democratic Party;;;;;;;;;;;;;
BRD_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
breton;Breton;Breton;Bretonisch;;;;;;;;;;;x
BRF;British Federation;;;;;;;;;;;;;x
BRF_absolute_monarchy;Imperial Federation;;;;;;;;;;;;;x
BRF_ADJ;British;;;;;;;;;;;;;x
BRF_fascist_dictatorship;Britannian Federation;;;;;;;;;;;;;x
BRF_hms_government;Imperial Federation;;;;;;;;;;;;;x
BRF_proletarian_dictatorship;People¥s Britannian Federation;;;;;;;;;;;;;x
BRF_prussian_constitutionalism;Imperial Federation;;;;;;;;;;;;;x
BRI;America;;;;;;;;;;;;;x
BRI_absolute_monarchy;Holy Britannian Empire;;;;;;;;;;;;;x
BRI_ADJ;Britannian;;;;;;;;;;;;;x
BRI_anarcho_liberal;Radical Party;Parti radical;Radical Party;;Partido Radical;;;;;;;;;x
BRI_communist;American People's Republic;;;;;;;;;;;;;x
BRI_communist;Communist Party;Parti communiste ;Communist Party;;Partido Comunista;;;;;;;;;x
BRI_conservative;Conservative Party;Parti conservateur;Conservative Party;;Partido conservador;;;;;;;;;x
BRI_democracy;Republic of America;;;;;;;;;;;;;x
BRI_fascist;Britannian Union of Fascists;;;;;;;;;;;;;x
BRI_hms_government;Holy Britannian Empire;;;;;;;;;;;;;x
BRI_liberal;Whig Party;Parti Whig;Whig Party;;Partido Whig;;;;;;;;;x
BRI_liberal_2;Liberal Party;Parti libÈral;Liberal Party;;Partido Liberal;;;;;;;;;x
BRI_prussian_constitutionalism;Holy Britannian Empire;;;;;;;;;;;;;x
BRI_reactionary;Tory Party;Parti Tory;Tory Party;;Partido Nacionalista;;;;;;;;;x
BRI_socialist;Labour Party;Parti travailliste;Labour Party;;Partido Laborista;;;;;;;;;x
BRM;Baguirmi;;;;;;;;;;;;;
BRM_ADJ;Baguirmi;;;;;;;;;;;;;
BRS;South Brazil;;;;;;;;;;;;;x
BRS_ADJ;Sulista;;;;;;;;;;;;;x
BRT;Brittany;;;;;;;;;;;;;
BRT;Brittany;;;;;;;;;;;;;x
BRT_ADJ;Breton;;;;;;;;;;;;;
BRT_ADJ;Breton;;;;;;;;;;;;;x
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;x
BRT_communist;Strollad Komunist;;;;;;;;;;;;;
BRT_communist;Strollad Komunist;;;;;;;;;;;;;x
BRT_conservative;Strollad Mirour;;;;;;;;;;;;;
BRT_conservative;Strollad Mirour;;;;;;;;;;;;;x
BRT_fascist;PNB;;;;;;;;;;;;;
BRT_fascist;PNB;;;;;;;;;;;;;x
BRT_liberal;Strollad Liberal;;;;;;;;;;;;;
BRT_liberal;Strollad Liberal;;;;;;;;;;;;;x
BRT_reactionary;Strollad Broadelour;;;;;;;;;;;;;
BRT_reactionary;Strollad Broadelour;;;;;;;;;;;;;x
BRT_socialist;Unvaniezh Demokratel;;;;;;;;;;;;;
BRT_socialist;Unvaniezh Demokratel;;;;;;;;;;;;;x
BRU_ADJ;Bruneian;;;;;;;;;;;;;
BRU_ADJ;Bruneian;;;;;;;;;;;;;x
BRY;Buryatia;;;;;;;;;;;;;
BRY_ADJ;Buryat;;;;;;;;;;;;;
BRY_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
BRY_communist;The Communist Faction;;;;;;;;;;;;;
BRY_conservative;Royal Faction;;;;;;;;;;;;;
BRY_fascist;The Fascist Faction;;;;;;;;;;;;;
BRY_liberal;The Liberal Faction;;;;;;;;;;;;;
BRY_reactionary;The Nationalist Faction;;;;;;;;;;;;;
BRY_socialist;The Socialist Faction;;;;;;;;;;;;;
BRZ_absolute_monarchy;Brazilian Empire;;;;;;;;;;;;x
BRZ_absolute_monarchy;The Empire of Brazil;;;;;;;;;;;;;
BRZ_anarcho_liberal;Partido Anarquista;;;;;;;;;;;;;
BRZ_communist;Partido Comunista;;;;;;;;;;;;;
BRZ_conservative;Partido Conservador;;;;;;;;;;;;;
BRZ_conservative_2;Partido Republicano Paulista;;;;;;;;;;;;;
BRZ_democracy;Federative Republic of Brazil;;;;;;;;;;;;x
BRZ_fascist;AÁ„o Integralista Brasileira;;;;;;;;;;;;;
BRZ_fascist_dictatorship;Integralist Republic of Brazil;;;;;;;;;;;;x
BRZ_hms_government;The Empire of Brazil;;;;;;;;;;;;;
BRZ_hms_government;The Empire of Brazil;;;;;;;;;;;;x
BRZ_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;Partido Liberal;;;;;;;;;
BRZ_liberal_2;Partido Republicano Carioca;;;;;;;;;;;;;
BRZ_monarchy;Empire of Brazil;;;;;;;;;;;;;
BRZ_presidential_dictatorship;United States of Brazil;;;;;;;;;;;x
BRZ_prolerarian_dictatorship;Brazilian People¥s Republic;;;;;;;;;;;;x
BRZ_prussian_constitutionalism;The Empire of Brazil;;;;;;;;;;;;;
BRZ_prussian_constitutionalism;The Empire of Brazil;;;;;;;;;;;;x
BRZ_reactionary2;Partido Republicano Riograndense;;;;;;;;;;;;;
BRZ_reactionary;Partido Restaurador;;;;;;;;;;;;;
BRZ_socialist;Partido Socialista;;;;;;;;;;;;;
BSH;Lesotho;;;;;;;;;;;;;
BSH;Lesotho;Basotho;Basotho;;Basotho;;;;;;;;;;x;;;;;;;;;;;;;;
